"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sirt1",5.96409840327887e-17,-1.12302090888188,0.154,0.324,9.43639649366783e-13
"Rps14",6.42555049508694e-17,-0.0901672763331529,1,1,1.01665059933266e-12
"Eif3l",6.81724257456705e-17,-0.193650587463995,0.999,1,1.078624120148e-12
"Ruvbl1",7.04344686574338e-17,-0.400073020971277,0.909,0.976,1.11441416309792e-12
"Ank3",7.16920787834436e-17,-0.970607692936887,0.08,0.221,1.13431207051164e-12
"Ggh",7.36813470400484e-17,0.443505637915395,0.937,0.901,1.16578627286765e-12
"Magohb",7.96781820691263e-17,0.739277429749053,0.561,0.328,1.26066819669772e-12
"Dhrs4",8.34225534774137e-17,0.434537897699065,0.932,0.855,1.31991164111964e-12
"Psmd7",9.46641073049054e-17,-0.204104477912486,1,1,1.49777550577821e-12
"Mrps6",9.6037559131819e-17,0.538696502605624,0.989,0.96,1.51950626058364e-12
"Rgs17",1.01730803928046e-16,1.76889148574554,0.276,0.099,1.60958477974955e-12
"Psmd14",1.04861767092802e-16,-0.283635217984753,0.994,0.998,1.65912287894231e-12
"Nhlrc1",1.12872328197989e-16,-1.97224345058053,0.034,0.135,1.78586597674858e-12
"Snrpn",1.14601729314618e-16,-0.492380577394334,0.821,0.92,1.81322856121588e-12
"Mpc1",1.17822259319189e-16,0.298964358214169,0.998,0.996,1.86418378694821e-12
"Ywhah",1.32378534332024e-16,-0.323700365136117,0.991,1,2.09449317020128e-12
"Cxcr4",1.3558301495714e-16,-1.62682887682786,0.088,0.225,2.14519446265186e-12
"Dner",1.38431487420887e-16,-0.803423770136032,0.339,0.535,2.19026299397327e-12
"Odc1",1.41288363006431e-16,0.59891841557055,0.995,0.99,2.23546447948775e-12
"Rpl15",1.47516367458325e-16,-0.102271167208087,1,1,2.33400396592562e-12
"Rrs1",1.64192562007086e-16,-0.560069369364695,0.794,0.877,2.59785471607611e-12
"Map1lc3b",1.67944170633006e-16,0.283286435437212,0.995,0.996,2.65721266775542e-12
"Rev3l",1.76784908276584e-16,0.405903040797372,0.978,0.944,2.79709081875211e-12
"Dhx32",1.9867307005926e-16,-0.90256854430367,0.25,0.437,3.14340531447761e-12
"Papd4",2.08776060364215e-16,-0.596764480543432,0.572,0.738,3.3032548270826e-12
"Mef2c",2.18694428606864e-16,0.580629493545047,0.827,0.704,3.46018324941781e-12
"Klf7",2.18711459866186e-16,0.573361674437463,0.889,0.795,3.46045271800279e-12
"Gas7",2.41149769775882e-16,0.573149573850838,0.833,0.69,3.81547165739401e-12
"Gabarap",2.51327601895806e-16,0.242127942726656,1,1,3.97650531719545e-12
"Mcm9",2.62678433398928e-16,-1.40278263091288,0.097,0.239,4.15609817323784e-12
"Rpl24",2.93545334761857e-16,-0.114371084842027,1,1,4.6444742866021e-12
"Fkbp3",2.99364454226106e-16,-0.216105946264768,1,1,4.73654439476545e-12
"Srsf2",3.11131101518988e-16,-0.306763734343019,0.999,1,4.92271628823343e-12
"Tmeff1",3.31376989107446e-16,-0.908456632429277,0.244,0.429,5.24304672165801e-12
"Ndufc1",3.33260386498991e-16,0.195249476792593,1,1,5.27284583518704e-12
"Smagp",3.55704369799526e-16,-1.6029547615934,0.069,0.193,5.62795453896810e-12
"Cdca4",4.01470418173743e-16,-0.840256186547474,0.355,0.533,6.35206495634496e-12
"Eif5a",4.04891973519438e-16,-0.166499267836723,1,1,6.40620080502454e-12
"Bhlhb9",4.10588795049308e-16,-0.449534022656621,0.85,0.934,6.49633591527016e-12
"Itpa",4.22608982461332e-16,-0.330015857813284,0.966,0.992,6.6865193205032e-12
"1600014C10Rik",4.3027110208421e-16,-2.45670986827946,0.018,0.097,6.80774937717637e-12
"Adgrl3",4.46668259336963e-16,0.525012889296005,0.871,0.813,7.06718519922943e-12
"Sorcs2",4.48623073459894e-16,0.670406225274782,0.75,0.602,7.09811426828245e-12
"Clstn1",4.63053540401519e-16,0.472668471191583,0.884,0.811,7.32643311623284e-12
"Eif4a2",4.67755583397149e-16,-0.329948959760662,0.972,0.986,7.4008288405097e-12
"Psat1",4.70916251195877e-16,-0.270658107339734,0.995,1,7.45083692642117e-12
"Clic4",4.94770929054985e-16,0.397957731635893,0.977,0.928,7.82826563950797e-12
"Grcc10",5.02598122825525e-16,-0.298059354754133,0.989,0.992,7.95210749934546e-12
"Bnip3l",5.04615114162001e-16,0.29109481860656,1,1,7.98402033627118e-12
"Dach1",5.07253023403152e-16,-2.28553632063988,0.02,0.103,8.02575733628467e-12
"Eif5",5.103334436188e-16,-0.19773450667386,1,1,8.07449574493665e-12
"Tsr2",5.47771622764449e-16,-0.582522861688585,0.532,0.704,8.66684261537911e-12
"Cops9",5.79171010775007e-16,0.265606823930795,1,1,9.16364373248216e-12
"Pkm",6.14792304541659e-16,0.255822852404989,1,1,9.72724384245812e-12
"Rap1b",6.29875743349396e-16,0.507503801928804,0.999,0.996,9.96589401127415e-12
"Sh3pxd2a",6.69520975148615e-16,-1.07062958043362,0.384,0.533,1.05931608688014e-11
